 - Love numbers from file:./DATA/REF_6371_loading_love_numbers.txt
 - Green functions for MAX degree:       32768
 - Ice density (kg/m^3):   917.00000000000000     
 - Earth density (kg/m^3):   5505.0609557847711     
 - Load half-amplitude (deg):   2.5370000000000000E-002
 - Ice thickness variation: +1 m/year
 - ======= Grid properties (the grid has costant spacing) =======
 - Min and Max colatitudes (deg):   0.0000000000000000        60.000000000000000     
 - Colatitude increment(deg):   5.0740000000000004E-003
 - Number of grid points:       11825
#
#   Line        colat, deg        vert. vel., mm/yr    hor. vel., mm/yr     geoid vel., mm/yr
#
   2969       0.15059632E+02      -0.62770007E-04      -0.12466307E-04       0.32518499E-04
   2970       0.15064706E+02      -0.62973035E-04      -0.12413229E-04       0.32528139E-04
   2971       0.15069780E+02      -0.62767922E-04      -0.12462967E-04       0.32472141E-04
   2972       0.15074854E+02      -0.62879012E-04      -0.12383413E-04       0.32467024E-04
   2973       0.15079928E+02      -0.62783901E-04      -0.12452243E-04       0.32428753E-04
   2974       0.15085002E+02      -0.62773413E-04      -0.12362121E-04       0.32404110E-04
   2975       0.15090076E+02      -0.62804682E-04      -0.12432459E-04       0.32386200E-04
   2976       0.15095150E+02      -0.62670414E-04      -0.12350028E-04       0.32341678E-04
   2977       0.15100224E+02      -0.62815972E-04      -0.12403989E-04       0.32342185E-04
   2978       0.15105298E+02      -0.62583599E-04      -0.12345743E-04       0.32281914E-04
   2979       0.15110372E+02      -0.62805662E-04      -0.12369168E-04       0.32294759E-04
   2980       0.15115446E+02      -0.62522903E-04      -0.12346129E-04       0.32226415E-04
   2981       0.15120520E+02      -0.62766546E-04      -0.12331764E-04       0.32242764E-04
   2982       0.15125594E+02      -0.62492378E-04      -0.12347010E-04       0.32175835E-04
   2983       0.15130668E+02      -0.62697938E-04      -0.12296128E-04       0.32186091E-04
   2984       0.15135742E+02      -0.62489295E-04      -0.12344115E-04       0.32129734E-04
   2985       0.15140816E+02      -0.62605810E-04      -0.12266210E-04       0.32125699E-04
   2986       0.15145890E+02      -0.62504770E-04      -0.12334040E-04       0.32086684E-04
   2987       0.15150964E+02      -0.62501432E-04      -0.12244675E-04       0.32063403E-04
   2988       0.15156038E+02      -0.62525775E-04      -0.12315015E-04       0.32044590E-04
   2989       0.15161112E+02      -0.62398826E-04      -0.12232306E-04       0.32001458E-04
   2990       0.15166186E+02      -0.62538080E-04      -0.12287294E-04       0.32001164E-04
   2991       0.15171260E+02      -0.62311602E-04      -0.12227827E-04       0.31942055E-04
   2992       0.15176334E+02      -0.62529454E-04      -0.12253097E-04       0.31954437E-04
   2993       0.15181408E+02      -0.62249896E-04      -0.12228199E-04       0.31886824E-04
   2994       0.15186482E+02      -0.62492419E-04      -0.12216108E-04       0.31903209E-04
   2995       0.15191556E+02      -0.62218090E-04      -0.12229304E-04       0.31836471E-04
   2996       0.15196630E+02      -0.62425917E-04      -0.12180640E-04       0.31847309E-04
   2997       0.15201704E+02      -0.62213843E-04      -0.12226877E-04       0.31790619E-04
   2998       0.15206778E+02      -0.62335539E-04      -0.12150664E-04       0.31787637E-04
   2999       0.15211852E+02      -0.62228622E-04      -0.12217466E-04       0.31747897E-04
   3000       0.15216926E+02      -0.62232250E-04      -0.12128914E-04       0.31725958E-04
   3001       0.15222000E+02      -0.62249642E-04      -0.12199205E-04       0.31706249E-04
   3002       0.15227074E+02      -0.62129911E-04      -0.12116276E-04       0.31664501E-04
   3003       0.15232148E+02      -0.62262747E-04      -0.12172230E-04       0.31663397E-04
   3004       0.15237222E+02      -0.62042152E-04      -0.12111590E-04       0.31605459E-04
   3005       0.15242296E+02      -0.62255600E-04      -0.12138651E-04       0.31617358E-04
   3006       0.15247370E+02      -0.61979301E-04      -0.12111918E-04       0.31550494E-04
   3007       0.15252444E+02      -0.62220457E-04      -0.12102062E-04       0.31566886E-04
   3008       0.15257518E+02      -0.61946070E-04      -0.12113203E-04       0.31500365E-04
   3009       0.15262592E+02      -0.62155898E-04      -0.12066740E-04       0.31511752E-04
   3010       0.15267666E+02      -0.61940497E-04      -0.12111190E-04       0.31454755E-04
   3011       0.15272740E+02      -0.62067138E-04      -0.12036670E-04       0.31452797E-04
   3012       0.15277814E+02      -0.61954411E-04      -0.12102379E-04       0.31412351E-04
   3013       0.15282888E+02      -0.61964834E-04      -0.12014656E-04       0.31391733E-04
   3014       0.15287962E+02      -0.61975274E-04      -0.12084814E-04       0.31371136E-04
   3015       0.15293036E+02      -0.61862680E-04      -0.12001689E-04       0.31330765E-04
   3016       0.15298110E+02      -0.61989015E-04      -0.12058520E-04       0.31328845E-04
   3017       0.15303184E+02      -0.61774316E-04      -0.11996724E-04       0.31272085E-04
   3018       0.15308258E+02      -0.61983202E-04      -0.12025491E-04       0.31283481E-04
   3019       0.15313332E+02      -0.61710257E-04      -0.11996924E-04       0.31217386E-04
   3020       0.15318406E+02      -0.61949836E-04      -0.11989237E-04       0.31233754E-04
   3021       0.15323480E+02      -0.61675531E-04      -0.11998298E-04       0.31167476E-04
   3022       0.15328554E+02      -0.61887141E-04      -0.11953994E-04       0.31179380E-04
   3023       0.15333628E+02      -0.61668563E-04      -0.11996604E-04       0.31122102E-04
   3024       0.15338702E+02      -0.61799955E-04      -0.11923764E-04       0.31121137E-04
   3025       0.15343776E+02      -0.61681536E-04      -0.11988301E-04       0.31080005E-04
   3026       0.15348850E+02      -0.61698626E-04      -0.11901416E-04       0.31060689E-04
   3027       0.15353924E+02      -0.61702167E-04      -0.11971349E-04       0.31039210E-04
   3028       0.15358998E+02      -0.61596673E-04      -0.11888044E-04       0.31000209E-04
   3029       0.15364072E+02      -0.61716480E-04      -0.11945658E-04       0.30997468E-04
   3030       0.15369146E+02      -0.61507735E-04      -0.11882721E-04       0.30941893E-04
   3031       0.15374220E+02      -0.61711957E-04      -0.11913112E-04       0.30952765E-04
   3032       0.15379294E+02      -0.61442502E-04      -0.11882714E-04       0.30887458E-04
   3033       0.15384368E+02      -0.61680349E-04      -0.11877136E-04       0.30903773E-04
   3034       0.15389442E+02      -0.61406314E-04      -0.11884099E-04       0.30837765E-04
   3035       0.15394516E+02      -0.61619532E-04      -0.11841923E-04       0.30850152E-04
   3036       0.15399590E+02      -0.61397972E-04      -0.11882652E-04       0.30792618E-04
   3037       0.15404664E+02      -0.61533967E-04      -0.11811488E-04       0.30792617E-04
   3038       0.15409738E+02      -0.61410016E-04      -0.11874794E-04       0.30750819E-04
   3039       0.15414812E+02      -0.61433686E-04      -0.11788766E-04       0.30732783E-04
   3040       0.15419886E+02      -0.61430422E-04      -0.11858401E-04       0.30710431E-04
   3041       0.15424960E+02      -0.61332024E-04      -0.11774952E-04       0.30672793E-04
   3042       0.15430034E+02      -0.61445316E-04      -0.11833275E-04       0.30669224E-04
   3043       0.15435108E+02      -0.61242610E-04      -0.11769234E-04       0.30614840E-04
   3044       0.15440182E+02      -0.61442099E-04      -0.11801187E-04       0.30625170E-04
   3045       0.15445256E+02      -0.61176297E-04      -0.11768984E-04       0.30560670E-04
   3046       0.15450330E+02      -0.61412286E-04      -0.11765476E-04       0.30576904E-04
   3047       0.15455404E+02      -0.61138729E-04      -0.11770348E-04       0.30511189E-04
   3048       0.15460478E+02      -0.61353404E-04      -0.11730290E-04       0.30524027E-04
   3049       0.15465552E+02      -0.61129074E-04      -0.11769121E-04       0.30466263E-04
   3050       0.15470626E+02      -0.61269538E-04      -0.11699653E-04       0.30467197E-04
   3051       0.15475700E+02      -0.61140233E-04      -0.11761689E-04       0.30424751E-04
   3052       0.15480774E+02      -0.61170402E-04      -0.11676562E-04       0.30407975E-04
   3053       0.15485848E+02      -0.61160442E-04      -0.11745848E-04       0.30384760E-04
   3054       0.15490922E+02      -0.61069138E-04      -0.11662311E-04       0.30348476E-04
   3055       0.15495996E+02      -0.61175936E-04      -0.11721289E-04       0.30344074E-04
   3056       0.15501070E+02      -0.60979354E-04      -0.11656202E-04       0.30290887E-04
   3057       0.15506144E+02      -0.61174047E-04      -0.11689674E-04       0.30300657E-04
   3058       0.15511218E+02      -0.60912055E-04      -0.11655711E-04       0.30236980E-04
   3059       0.15516292E+02      -0.61146059E-04      -0.11654250E-04       0.30253105E-04
   3060       0.15521366E+02      -0.60873179E-04      -0.11657055E-04       0.30187708E-04
   3061       0.15526440E+02      -0.61089157E-04      -0.11619118E-04       0.30200965E-04
   3062       0.15531514E+02      -0.60862263E-04      -0.11656051E-04       0.30142998E-04
   3063       0.15536588E+02      -0.61007053E-04      -0.11588309E-04       0.30144835E-04
   3064       0.15541662E+02      -0.60872562E-04      -0.11649051E-04       0.30101763E-04
   3065       0.15546736E+02      -0.60909138E-04      -0.11564877E-04       0.30086225E-04
   3066       0.15551810E+02      -0.60892581E-04      -0.11633772E-04       0.30062156E-04
   3067       0.15556884E+02      -0.60808355E-04      -0.11550210E-04       0.30027217E-04
   3068       0.15561958E+02      -0.60908671E-04      -0.11609798E-04       0.30021979E-04
   3069       0.15567032E+02      -0.60718280E-04      -0.11543726E-04       0.29969993E-04
   3070       0.15572106E+02      -0.60908107E-04      -0.11578678E-04       0.29979185E-04
   3071       0.15577180E+02      -0.60650065E-04      -0.11543003E-04       0.29916349E-04
   3072       0.15582254E+02      -0.60881948E-04      -0.11543567E-04       0.29932337E-04
   3073       0.15587328E+02      -0.60609931E-04      -0.11544332E-04       0.29867284E-04
   3074       0.15592402E+02      -0.60827045E-04      -0.11508517E-04       0.29880928E-04
   3075       0.15597476E+02      -0.60597778E-04      -0.11543550E-04       0.29822782E-04
   3076       0.15602550E+02      -0.60746740E-04      -0.11477562E-04       0.29825494E-04
   3077       0.15607624E+02      -0.60607221E-04      -0.11536984E-04       0.29781816E-04
   3078       0.15612698E+02      -0.60650098E-04      -0.11453808E-04       0.29767494E-04
   3079       0.15617772E+02      -0.60627036E-04      -0.11522270E-04       0.29742580E-04
   3080       0.15622846E+02      -0.60549857E-04      -0.11438741E-04       0.29708976E-04
   3081       0.15627920E+02      -0.60643701E-04      -0.11498888E-04       0.29702899E-04
   3082       0.15632994E+02      -0.60459554E-04      -0.11431887E-04       0.29652119E-04
   3083       0.15638068E+02      -0.60644439E-04      -0.11468273E-04       0.29660717E-04
   3084       0.15643142E+02      -0.60390476E-04      -0.11430931E-04       0.29598737E-04
   3085       0.15648216E+02      -0.60620099E-04      -0.11433490E-04       0.29614562E-04
   3086       0.15653290E+02      -0.60349122E-04      -0.11432236E-04       0.29549876E-04
   3087       0.15658364E+02      -0.60567203E-04      -0.11398539E-04       0.29563875E-04
   3088       0.15663438E+02      -0.60335751E-04      -0.11431668E-04       0.29505577E-04
   3089       0.15668512E+02      -0.60488725E-04      -0.11367452E-04       0.29509133E-04
   3090       0.15673586E+02      -0.60344335E-04      -0.11425525E-04       0.29464870E-04
   3091       0.15678660E+02      -0.60393401E-04      -0.11343390E-04       0.29451742E-04
   3092       0.15683734E+02      -0.60363929E-04      -0.11411370E-04       0.29425995E-04
   3093       0.15688808E+02      -0.60293760E-04      -0.11327927E-04       0.29393716E-04
   3094       0.15693882E+02      -0.60381143E-04      -0.11388580E-04       0.29386797E-04
   3095       0.15698956E+02      -0.60203289E-04      -0.11320704E-04       0.29337226E-04
   3096       0.15704030E+02      -0.60383161E-04      -0.11358477E-04       0.29345214E-04
   3097       0.15709104E+02      -0.60133401E-04      -0.11319510E-04       0.29284107E-04
   3098       0.15714178E+02      -0.60360628E-04      -0.11324034E-04       0.29299742E-04
   3099       0.15719252E+02      -0.60090865E-04      -0.11320783E-04       0.29235447E-04
   3100       0.15724326E+02      -0.60309745E-04      -0.11289197E-04       0.29249769E-04
   3101       0.15729400E+02      -0.60076293E-04      -0.11320420E-04       0.29191345E-04
   3102       0.15734474E+02      -0.60233117E-04      -0.11257998E-04       0.29195715E-04
   3103       0.15739548E+02      -0.60084015E-04      -0.11314695E-04       0.29150889E-04
   3104       0.15744622E+02      -0.60139154E-04      -0.11233644E-04       0.29138931E-04
   3105       0.15749696E+02      -0.60103366E-04      -0.11301100E-04       0.29112362E-04
   3106       0.15754770E+02      -0.60040164E-04      -0.11217801E-04       0.29081398E-04
   3107       0.15759844E+02      -0.60121098E-04      -0.11278909E-04       0.29073635E-04
   3108       0.15764918E+02      -0.59949578E-04      -0.11210218E-04       0.29025276E-04
   3109       0.15769992E+02      -0.60124365E-04      -0.11249336E-04       0.29032639E-04
   3110       0.15775066E+02      -0.59878922E-04      -0.11208792E-04       0.28972420E-04
   3111       0.15780140E+02      -0.60103614E-04      -0.11215257E-04       0.28987840E-04
   3112       0.15785214E+02      -0.59835228E-04      -0.11210039E-04       0.28923959E-04
   3113       0.15790288E+02      -0.60054732E-04      -0.11180565E-04       0.28938574E-04
   3114       0.15795362E+02      -0.59819456E-04      -0.11209886E-04       0.28880049E-04
   3115       0.15800436E+02      -0.59979961E-04      -0.11149283E-04       0.28885203E-04
   3116       0.15805510E+02      -0.59826293E-04      -0.11204587E-04       0.28839834E-04
   3117       0.15810584E+02      -0.59887376E-04      -0.11124668E-04       0.28829025E-04
   3118       0.15815658E+02      -0.59845359E-04      -0.11191566E-04       0.28801646E-04
   3119       0.15820732E+02      -0.59789063E-04      -0.11108472E-04       0.28771985E-04
   3120       0.15825806E+02      -0.59863551E-04      -0.11169995E-04       0.28763377E-04
   3121       0.15830880E+02      -0.59698385E-04      -0.11100553E-04       0.28716233E-04
   3122       0.15835954E+02      -0.59868004E-04      -0.11140977E-04       0.28722957E-04
   3123       0.15841028E+02      -0.59626974E-04      -0.11098912E-04       0.28663639E-04
   3124       0.15846102E+02      -0.59848979E-04      -0.11107295E-04       0.28678819E-04
   3125       0.15851176E+02      -0.59582115E-04      -0.11100145E-04       0.28615375E-04
   3126       0.15856250E+02      -0.59802054E-04      -0.11072782E-04       0.28630253E-04
   3127       0.15861324E+02      -0.59565112E-04      -0.11100212E-04       0.28571652E-04
   3128       0.15866398E+02      -0.59729107E-04      -0.11041454E-04       0.28577561E-04
   3129       0.15871472E+02      -0.59571007E-04      -0.11095348E-04       0.28531672E-04
   3130       0.15876546E+02      -0.59637884E-04      -0.11016609E-04       0.28521988E-04
   3131       0.15881620E+02      -0.59589708E-04      -0.11082911E-04       0.28493811E-04
   3132       0.15886694E+02      -0.59540238E-04      -0.11000083E-04       0.28465441E-04
